filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image172,"Color, Shape, and Motion",@lunar_tide,"Goa, India",under the old oak tree,15,Halloween night,☀️,0.87,-,"color, shape, and motion",color; motion; shape; lcd; transcription; frequency; sequences; frequencies; screen; genome; binary,0.7393; 0.7335; 0.7197; 0.2853; 0.2809; 0.2803; 0.2801; 0.2781; 0.2765; 0.2747; 0.2746,mysterious,-
image173,Unicorn with Knife and Scissors,@amber_glow,"Valparaíso, Chile",museum hallway,33,Blue hour in January,☕,0.93,-,"a of a unicorn, a knife, and scissors",scissors; knife; rabbit; bishop; pope; cross; bunny; antibody; animation,0.73; 0.7291; 0.2753; 0.2599; 0.2597; 0.2596; 0.2592; 0.2586; 0.2577,mysterious,-
image174,Man and Dog,@concrete_dreams,"Acre, Israel",under the old oak tree,15,Early spring 2005,☀️,0.73,-,a of a man and a dog,dog; trace; piece; finite; vice; arc; syndicate; cache; pac,0.7409; 0.2767; 0.2724; 0.2723; 0.2719; 0.2718; 0.2715; 0.2704; 0.2694,mysterious,-
image175,Woman Doing Handstand,@kunzite_dawn,"New Orleans, USA",attic room,12,15/05/23,☕,0.74,-,a of a woman doing a handstand,handstand; bat; preliminary; process; stretch; dive,0.7685; 0.2715; 0.2687; 0.2671; 0.2663; 0.2662,mysterious,-
image176,Variety of Types,@feeling_tone,"Acre, Israel",candlelit room,24,15/05/23,🍷,0.99,-,a variety of different types of rocks and minerals,rocks; variety; types; minerals; elements; ceramic; organisms; geological; bio; metals,0.7262; 0.7175; 0.715; 0.2876; 0.2644; 0.2611; 0.2588; 0.2585; 0.2565; 0.2551,serene,-
image177,Woman’s Face with Flowers,@expressive_heart,"Reykjavík, Iceland",backstage dressing room,25,Summer solstice,☕,-,-,a of a woman's face and a of flowers,face; flowers; prints; portraits; process; faces; experiments; influences; acrylic,0.7271; 0.7062; 0.2549; 0.2508; 0.2498; 0.2495; 0.2488; 0.2471; 0.2469,serene,-
image178,Design House,@spiritual_journey,"Haifa, Israel",laundromat corner,29,Day after graduation,☕,0.6,-,the design of a house with a green roof,house; design; roof; developments; backgrounds; buildings; greenhouse; houses; hostels; apartment; establishing,0.7514; 0.7471; 0.7364; 0.2678; 0.2672; 0.263; 0.2621; 0.2608; 0.2574; 0.2562; 0.255,cool,-
image179,Yellow Lily with Green Leaves,@red_velvet,"Rosh Hanikra, Israel",on the rooftop,37,Winter break,-,0.91,-,a yellow lily and green leaves,lily; leaves; flowers; flower; plant; plants; crop; bouquet; variation; spring,0.7641; 0.7541; 0.2785; 0.2705; 0.2637; 0.2627; 0.2611; 0.2578; 0.2564; 0.2564,warm,-
image18,Black and White Ornate,@morganite_blush,"Rome, Italy",empty classroom,32,Summer solstice,☀️,0.84,-,a black and white of an ornate design,design; ornate; encyclopedia; menus; hardcover; glossary; isbn; bibliography; bookmarks; cookbook,0.742; 0.7375; 0.2696; 0.2655; 0.2647; 0.2628; 0.2606; 0.2604; 0.2586; 0.2578,neutral,-
image180,Tulip,@opal_dream,"Siwa Oasis, Egypt",under the old oak tree,15,Winter break,☕,0.95,I happened to be bored in the office and this is what happened,a of a tulip on a of,tulip; flower; bloom; flowers; bouquet; rose; rosa; artistic; opened,0.8057; 0.2839; 0.2768; 0.274; 0.2734; 0.2699; 0.269; 0.269; 0.2688,serene,I happened to be bored in the office and this is what happened
image181,Rabbit with Leaves,@silent_storm,"Kibbutz Ein Gedi, Israel",-,1,Third week of lockdown,🍝,0.83,-,a of a rabbit and leaves,leaves; rabbit; bunny; postcards; scanned; bookmarks; mice; prints,0.7306; 0.2932; 0.2784; 0.2752; 0.2748; 0.2743; 0.2728; 0.2727,serene,-
image182,"Colored Pencils, Crayons, and Markers",@divine_light,"Safed, Israel",bar counter,9,-,☕,0.83,-,"colored pencils, crayons, and markers",crayons; pencils; markers; pages; books; encyclopedia; cookbook; hardcover; paperbacks; stationery,0.7591; 0.7454; 0.7327; 0.2591; 0.2546; 0.2525; 0.2481; 0.2472; 0.2456; 0.2417,warm,-
image183,Inside the Eye,@lime_light,"Jerusalem, Israel",-,1,Winter break,☀️,0.89,-,the inside of an eye,inside; eye; fig; seed; cell; onion; egg; inner; oval,0.739; 0.2889; 0.2807; 0.2785; 0.2707; 0.2649; 0.2647; 0.2621; 0.2608,serene,-
image184,Brain and Skull in Human Head,@upside_down,"Fez, Morocco",under the old oak tree,15,Just before sunrise,🌙,0.59,Was trying to draw a cat but it became something else,"a brain, a skull, and an of a human head",brain; skull; head; exhibit; vessels; exhibitions; organisms; ceramic; contents; memorabilia,0.714; 0.7048; 0.6921; 0.2482; 0.2468; 0.2437; 0.2435; 0.2423; 0.2405; 0.2393,neutral,Was trying to draw a cat but it became something else
image185,Man on Horse,@crystal_echo,"Montreal, Canada",abandoned warehouse,17,My last day at work,🍝,0.8,-,an of a man on a horse and a with,horse; encyclopedia; publication; glossary; publications; britannica; bibliographic; bibliography; catalogue,0.6972; 0.2788; 0.2784; 0.2778; 0.2734; 0.2731; 0.272; 0.2717; 0.2701,serene,-
image186,Black and White Woman,@purple_haze,"New Orleans, USA",attic room,12,Winter of '98,-,0.54,-,a black and white of a woman in a dress,dress; elegant; lady; bridal; designs; costume; tribal; traditional; victorian,0.763; 0.2749; 0.2729; 0.2725; 0.2719; 0.2683; 0.2677; 0.2675; 0.2637,neutral,-
image187,Person with Rubik’s Cube,@timeless_echo,"Chefchaouen, Morocco",by the fireplace,13,04/07/11,🌙,0.98,-,a person with a rubik's cube on their head,rubik; person; head; pieces; dimensional; disco; instrumental; cube; cubic; outer; dimension,0.7558; 0.7388; 0.715; 0.2633; 0.2613; 0.2609; 0.2589; 0.2583; 0.258; 0.2577; 0.257,mysterious,-
image188,Man Sitting on Bench,@celestial_harmony,"New York, USA",-,1,The week before moving out,-,-,-,a of a man sitting on a bench,bench; mali; vendor; niger; cameroon; senegal; rwanda; ghana; sudan,0.7228; 0.2756; 0.2709; 0.2683; 0.2676; 0.2666; 0.2655; 0.2601; 0.2597,neutral,-
image189,Man in Baseball Cap,@atmospheric_pressure,"Rome, Italy",under the old oak tree,15,Before the big storm,☕,0.69,-,a of a man in a baseball cap,baseball; cap; chance; mlb; doc; morgan; ranger; porter; ali; artist,0.7624; 0.7562; 0.283; 0.2803; 0.2706; 0.2698; 0.2679; 0.2668; 0.2666; 0.2662,mysterious,-
image19,Person Sitting on Bench,@beryl_light,"Kyoto, Japan",empty classroom,32,The hottest day of the year,🌙,1.0,-,a of a person sitting on a bench,person; bench; study; reading; musician; librarian; ana; artist; reader,0.7438; 0.7386; 0.2842; 0.2754; 0.275; 0.2746; 0.2715; 0.2687; 0.2674,mysterious,-
image190,All Different Types,@cosmic_dance,"Hallstatt, Austria",candlelit room,24,Full moon in March,🍝,0.96,I scribbled it during a Zoom meeting instead of paying attention,all the different types of food in the world,types; world; food; puzzles; cookbook; pages; rocks; encyclopedia; puzzle; pins,0.7438; 0.7438; 0.7434; 0.271; 0.2693; 0.2673; 0.2658; 0.2647; 0.2645; 0.2626,serene,I scribbled it during a Zoom meeting instead of paying attention
image191,World Map,@abstract_mind,"Paris, France",hotel balcony,28,Blue hour in January,-,0.71,-,a map of the world and various symbols,symbols; world; map; stamps; correspondence; quilt; stationery; postcards; catalogue; postage,0.7323; 0.695; 0.6729; 0.2544; 0.2489; 0.2483; 0.2481; 0.2481; 0.2437; 0.2435,mysterious,-
image192,Black and White Spider,@ambient_sound,"Prague, Czech Republic",forest clearing,35,The week before moving out,-,0.76,-,a black and white of a spider,spider; ant,0.3109; 0.3017,neutral,-
image193,"Cubes, Triangles, Squares, Rectangles",@indigo_night,"Hallstatt, Austria",backstage dressing room,25,Early morning in August,-,0.75,-,"cubes, triangles, squares, and rectangles",squares; rectangles; cubes; triangles; quilt; textile; rugs; pieces; blocks; strips; fabric,0.7625; 0.7526; 0.7442; 0.7243; 0.2939; 0.2598; 0.2575; 0.2522; 0.2497; 0.2493; 0.2492,neutral,-
image194,Handwritten List of Names,@neon_dreamer,"New Orleans, USA",seashore rocks,27,The hottest day of the year,☕,0.51,-,a handwritten list of names and dates,dates; signatures; names; listing; roster; lists; list; listed; committee,0.7021; 0.2713; 0.2673; 0.265; 0.2638; 0.2582; 0.2554; 0.2549; 0.2523,neutral,-
image195,Person Holding Brush,@fantasy_realm,"Reykjavík, Iceland",bar counter,9,Night of the eclipse,🌙,0.55,-,a person holding a brush in front of a box with fur on it,front; box; person; brush; fur; shaved; trim; thread; donated; extensions; threaded,0.7125; 0.7009; 0.6926; 0.2686; 0.2598; 0.2588; 0.2578; 0.2546; 0.254; 0.2516; 0.2514,mysterious,-
image196,Acrylic Paint in Blue Light,@celestial_harmony,"Budapest, Hungary",rain-soaked café,16,On my sister's wedding day,-,0.77,-,"acrylic paint on a blue light source, and a person in a dark room",paint; light; person; source; acrylic; installation; sold; installations; bidder; backgrounds; blue; surfaces,0.7398; 0.7124; 0.7052; 0.7051; 0.2559; 0.2507; 0.2471; 0.2455; 0.2442; 0.2441; 0.2427; 0.2411,melancholic,-
image197,Acrylic Paint and Mixed Collage,@asteroid_belt,"Athens, Greece",rain-soaked café,16,On my sister's wedding day,☀️,0.76,-,"acrylic paint, collage, and mixed media on",collage; paint; media; printing; inkjet; reprint; prints; reprints; printed; card,0.7448; 0.7313; 0.7063; 0.2635; 0.2595; 0.2587; 0.2586; 0.2575; 0.2561; 0.2551,mysterious,-
image198,Various Colors,@front_line,"Barcelona, Spain",desert roadside,18,31/12/07,🍝,0.7,-,a of with various colors,colors; contents; catalogue; lists; flyer; list; catalog; brochure; correspondence,0.7159; 0.2742; 0.2699; 0.2629; 0.2623; 0.2616; 0.2612; 0.2608; 0.2601,mysterious,-
image199,Handwritten Letter and Teapots,@jade_garden,"Haifa, Israel",mountain lookout,19,Blue hour in January,🍷,0.69,-,a handwritten letter and a of tea pots,letter; pots; tea; signatures,0.756; 0.7305; 0.6955; 0.3004,mysterious,-
image2,Crescent Moon on Back,@spiritual_journey,"Nara, Japan",under the old oak tree,15,Midsummer night,🍝,0.58,-,a crescent moon on the back of a black t - shirt,moon; crescent; back; printed; reprints; apparel; shirt; tee; ordered; shirts; reprint,0.7423; 0.7414; 0.7324; 0.2579; 0.2578; 0.2551; 0.2507; 0.249; 0.2488; 0.2455; 0.2444,dark,-
image20,"Acrylics, Pastels, and Gouache",@lost_art,"Bariloche, Argentina",backstage dressing room,25,Winter break,☀️,0.63,-,"acrylics, pastels, and gouache",gouache; acrylics; pastels; prints; quilt; variations; colors; tile; printing,0.7759; 0.7576; 0.737; 0.2808; 0.2779; 0.275; 0.2739; 0.2724; 0.271,serene,-
image200,Screenshot of iPad App,@tranquil_forest,"Chefchaouen, Morocco",museum hallway,33,Blue hour in January,🍷,0.54,-,a screenshot of the ipad app,screenshot; app; ipad; posters; postcards; influences; designing; backgrounds; stickers; catalogs,0.7315; 0.7121; 0.6996; 0.2639; 0.2569; 0.2529; 0.252; 0.2494; 0.2489; 0.2486,serene,-
image201,Woman in Red Dress with Note,@creative_spirit,"Masada, Israel",-,1,15/05/23,-,0.86,-,"a of a woman in a red dress and a note that reads, ""I love you",note; dress; examined; antibodies; pathology; appendix; catalogue; biographies,0.7143; 0.6498; 0.2544; 0.2456; 0.2444; 0.2442; 0.2434; 0.2427,warm,-
image202,"Table, Chair, and Doll",@lost_art,"Rome, Italy",balcony at sunset,14,Summer solstice,-,0.77,-,"a table, chair, and a doll sitting on the table",chair; doll; table; chef; santa; desk; furniture; coordinator; granny; rehabilitation,0.7229; 0.69; 0.2379; 0.237; 0.2365; 0.2357; 0.2327; 0.2324; 0.2312; 0.2305,serene,-
image203,Different Types of Shapes,@spinel_heart,"Dead Sea, Israel",in bed at midnight,38,Just before sunrise,-,0.72,-,the different types of shapes that can be drawn,types; designing; templates; configurations; macromedia; sequences; designs; shapes,0.7373; 0.2695; 0.2678; 0.2659; 0.2589; 0.2578; 0.2568; 0.2568,neutral,-
image204,African Woman with Turban and Earrings,@center_stage,"Ubud, Indonesia",desert roadside,18,Just before sunrise,☀️,0.91,-,an african woman wearing a turban and earrings,turban; earrings; biographies; poster; faces; flyer; portraits; invitations; listings; exhibitions,0.7109; 0.6834; 0.2463; 0.2318; 0.2309; 0.2301; 0.2301; 0.23; 0.23; 0.2283,mysterious,-
image205,Black and White,@peridot_leaf,"Marrakesh, Morocco",backstage dressing room,25,Early morning in August,🍷,0.92,-,a black and white of the,amendments; flyer; brochure; handbook; amendment; diploma; publication; contracts,0.2729; 0.2716; 0.2711; 0.2705; 0.2685; 0.2664; 0.2662; 0.266,neutral,-
image206,Woman Standing in Open Doorway,@garnet_sun,"Takayama, Japan",mountain lookout,19,New Year's Eve 2010,☀️,0.98,-,a woman standing in an open doorway,doorway; threshold; door; entry; untitled; openings; bedrooms; window,0.7734; 0.2556; 0.2548; 0.2504; 0.2493; 0.2487; 0.2486; 0.2486,neutral,-
image207,Patterned Flower,@green_tea,"Eilat, Israel",during traffic in my car,10,The day the power went out,🍝,-,-,a patterned and an of a flower,flower; plants; leaves; trees; printing; templates; crafts; branches,0.7299; 0.2671; 0.2667; 0.2609; 0.2602; 0.2577; 0.2575; 0.2569,serene,-
image208,Collage with Mache and Paint,@arcane_symbol,"Cusco, Peru",on the rooftop,37,Day after graduation,🌙,0.78,-,"collage, mache, and paint",collage; paint; mache; pieces; process; bibliography; maps; mapping; correspondence; anatomy; processes,0.7595; 0.7194; 0.7066; 0.256; 0.2529; 0.2506; 0.2486; 0.2476; 0.2474; 0.2468; 0.2466,serene,-
image209,Woman Sitting in Pink Room,-,"Goa, India",airport lounge,36,Blue hour in January,-,0.69,-,a woman sitting in a pink room,room; pink; nudist; nudity; audience; study; rooms; bedrooms; judgment,0.7462; 0.7455; 0.2569; 0.2552; 0.2545; 0.2516; 0.2512; 0.2507; 0.2498,neutral,-
image21,Pair of Green High Heels,@green_tea,"Samarkand, Uzbekistan",abandoned warehouse,17,Before the big storm,🌙,0.52,-,a pair of green high heeled boots,pair; boot; shoe; acrylic; boots; shoes; heel; preliminary; painted,0.7158; 0.2743; 0.2704; 0.2696; 0.2694; 0.2646; 0.2634; 0.2615; 0.2612,cool,-
image210,Heart Shape,@jade_garden,"Hoi An, Vietnam",by the fireplace,13,15/05/23,🍷,0.5,-,the shape of the heart and the swirls that make up the design,swirls; design; heart; shape; connections; outline; process; outlined; crafts; drawn; rna,0.767; 0.7505; 0.7437; 0.7311; 0.2568; 0.2563; 0.2546; 0.2545; 0.2525; 0.2523; 0.2517,serene,-
image211,Letters and Daisy Lane Mannequin,@morganite_blush,"Tiberias, Israel",attic room,12,The hottest day of the year,-,0.93,-,"the letters daisy, lanne, manne, mx, bxl, and croro jaloux",jaloux; letters; bxl; croro; names; alias; labels; xml; exclude; diameter; name; label,0.7689; 0.7459; 0.7386; 0.7237; 0.2672; 0.2654; 0.2627; 0.2599; 0.2599; 0.2596; 0.2581; 0.2578,serene,-
image212,"Red, Yellow, Blue, Green",@midnight_owl,"Mitzpe Ramon, Israel",toilet,2,Autumn equinox,🍷,0.94,-,"red, yellow, blue, green, and black",acrylic; abstract; painted; abstracts; paint; piece; sold; oils,0.288; 0.2827; 0.2794; 0.2782; 0.2757; 0.274; 0.2722; 0.2716,warm,-
image213,Carhartt Jacket with Orange Zippers,@abstract_mind,"Budapest, Hungary",riverbank,20,New Year's Eve 2010,🍷,0.56,-,a carhartt jacket with orange zippers,carhartt; orange; zippers; outer; jacket; fleece; jackets; acne; wear; ordered; sample,0.7979; 0.7379; 0.7336; 0.2631; 0.2621; 0.2564; 0.2555; 0.2527; 0.2514; 0.2513; 0.251,warm,-
image214,Name of Graphic Designer,@ethereal_beauty,"Dead Sea, Israel",dockside pier,34,First week of college,☀️,0.93,-,"the name of a graphic designer and the words ""graphic designer",designer; name; hire; fonts; designers; label; else; catalogue; bibliography; agencies,0.7649; 0.7517; 0.2832; 0.2817; 0.2805; 0.2797; 0.2782; 0.2742; 0.2731; 0.2724,mysterious,-
image215,Spider on Wall with Person,@ambient_sound,"Hallstatt, Austria",attic room,12,My last day at work,-,-,-,a of a spider on a wall and a person lying on the floor,spider; person; wall; floor; mechanics; anatomy; study; loss; biology,0.7556; 0.7422; 0.7398; 0.7324; 0.2738; 0.27; 0.2696; 0.2692; 0.2669,serene,-
image216,Black and White Insect,@creative_spirit,"Chefchaouen, Morocco",office desk corner,6,Autumn equinox,🍷,0.79,-,"a black and white of an insect on the wall, with a purple and green alien in the foreground",alien; insect; foreground; purple; arrow; wall; split; connections; rabbit; influences; inkjet; poison,0.7281; 0.7213; 0.7186; 0.7014; 0.2555; 0.2495; 0.2467; 0.2457; 0.2455; 0.2449; 0.2446; 0.2439,cool,-
image217,Woman with Blue Hair,@calm_ocean,"Marrakesh, Morocco",bus seat,7,The day we met,☀️,0.5,-,a of a woman with blue hair,hair; aboriginal; portrait; portraits; seller; acrylic; solomon; mali,0.7114; 0.2596; 0.2569; 0.2504; 0.2488; 0.2488; 0.2472; 0.2455,melancholic,-
image218,Woman Wearing Hat Holding Baby,@midnight_owl,"Berlin, Germany",under the old oak tree,15,Winter break,☕,0.5,-,a woman wearing a hat and holding a baby,hat; baby; preliminary; poster; liver; kidney; arts; finished; progress; lung,0.7292; 0.6984; 0.2546; 0.2535; 0.2497; 0.249; 0.2488; 0.2481; 0.2475; 0.2471,neutral,-
image219,Woman with Mouth Open,@meditation_room,-,empty classroom,32,During the blackout,☕,0.59,-,a of a woman with her mouth open,mouth; mask; face; faced; becoming; process; facing; acrylic; faces,0.7341; 0.2564; 0.2547; 0.2537; 0.2535; 0.2531; 0.2516; 0.2512; 0.2511,serene,-
image22,Black and White Woman,@jade_garden,"Marrakesh, Morocco",on the rooftop,37,The day we met,-,0.68,-,a black and white of a woman on the floor,floor; photographs; scanning; foto; photographic; pichunter; printing; newsletter,0.6985; 0.2458; 0.2451; 0.2372; 0.2365; 0.2335; 0.2323; 0.2317,neutral,-
image220,"Red, Yellow, Blue, Black",@black_cat,"Siwa Oasis, Egypt",market square,21,Autumn equinox,☀️,0.98,-,"red, yellow, blue and black shapes",abstracts; textile; dot; rugs; phillips; shapes; pieces; quilt,0.2532; 0.2432; 0.2407; 0.2405; 0.2395; 0.2393; 0.2372; 0.2372,warm,-
image221,Hand Reaching Out,@divine_light,"Acre, Israel",desert roadside,18,First week of college,-,0.86,-,a hand reaching out to the sky,hand; sky; detail; process; preliminary; rendered; backgrounds; begun; finishing,0.7304; 0.6875; 0.2508; 0.2487; 0.2448; 0.2433; 0.2429; 0.2421; 0.2421,warm,-
image222,Interior of Restaurant,@spinel_heart,"Haifa, Israel",during traffic in my car,10,Night of the eclipse,🍷,0.84,-,the interior of a restaurant,restaurant; interior; tables; chairs; classroom; offices; furniture; desk; restaurants; furnishings,0.7418; 0.6824; 0.2678; 0.2611; 0.2592; 0.2586; 0.2511; 0.2507; 0.2467; 0.2464,neutral,-
image223,Tulip Shape,@coral_reef,"Acre, Israel",riverbank,20,The week before moving out,☀️,0.76,-,"the shape of the tulip, the form of its petals, and the way it is arranged on the stem",petals; tulip; form; shape; signature; signatures; flower; pen; drawn; draw; artistic; artist,0.7632; 0.7577; 0.7548; 0.7326; 0.2928; 0.2886; 0.2702; 0.2691; 0.2649; 0.2647; 0.2644; 0.262,mysterious,-
